working_hours,tasks_completed,breaks,satisfaction,burnout_risk
44,36,1,1,0
43,24,3,8,0
57,39,2,9,1
49,27,3,9,1
47,30,1,5,1
57,23,2,4,2
51,16,3,4,1
64,37,3,9,1
50,19,2,8,1
62,43,3,10,1
36,36,3,10,0
54,31,2,7,1
54,37,3,3,1
61,36,3,4,1
48,18,4,9,1
37,31,6,8,0
57,23,4,1,1
46,34,1,3,1
42,16,4,10,0
36,38,4,2,0
38,32,1,2,0
48,35,3,8,1
50,41,3,6,1
53,36,4,6,1
36,25,1,4,0
46,27,3,1,1
63,22,5,7,0
48,41,2,8,1
40,15,2,2,0
47,31,6,2,0
38,26,2,1,0
56,18,4,4,1
52,35,2,6,1
46,27,2,5,1
54,43,5,4,0
61,23,3,4,1
56,41,5,10,0
64,44,4,7,1
55,21,2,7,1
53,37,3,2,1
42,38,6,7,0
41,19,6,2,0
50,19,2,4,1
53,31,2,1,1
40,44,6,5,0
54,23,6,1,0
61,20,4,4,1
55,39,2,9,1
45,33,6,8,0
39,30,1,6,0
50,35,6,8,0
41,16,3,5,0
61,24,3,7,1
39,30,1,8,0
45,19,4,7,0
49,29,2,4,1
37,27,2,5,0
60,27,6,10,0
39,27,3,6,0
57,29,4,6,1
55,28,4,9,1
39,22,4,10,0
43,25,6,2,0
49,32,2,6,1
37,38,4,3,0
63,18,6,2,0
40,40,6,6,0
51,24,1,4,1
60,15,5,5,0
55,43,4,5,1
42,19,5,3,0
55,27,2,4,1
59,15,6,3,0
45,37,4,7,0
40,22,3,1,0
42,17,2,6,0
44,17,1,4,0
58,21,1,1,2
63,18,5,1,0
37,17,6,5,0
57,29,5,5,0
48,22,3,10,1
57,17,3,7,1
48,43,1,4,1
44,44,4,9,0
46,21,1,4,1
40,32,1,7,0
46,25,3,5,1
57,25,5,5,0
48,31,3,6,1
36,42,6,8,0
43,20,3,5,0
44,22,3,3,0
60,15,1,6,1
51,43,4,2,1
51,24,1,8,1
37,42,2,8,0
64,39,3,3,1
53,33,3,8,1
35,17,2,9,0
46,18,3,5,1
41,25,3,5,0
38,29,6,6,0
44,15,3,7,0
47,23,2,3,1
36,25,1,5,0
44,33,3,1,0
55,27,4,10,1
56,40,2,5,1
59,30,5,4,0
38,18,6,1,0
52,15,2,7,1
39,34,1,1,0
53,27,2,8,1
36,15,5,10,0
46,19,6,2,0
51,19,4,10,1
44,28,5,5,0
36,41,2,6,0
40,37,5,9,0
42,28,2,7,0
63,22,4,6,1
53,18,4,5,1
45,21,1,6,0
59,34,4,4,1
46,33,3,1,1
43,29,5,9,0
36,36,5,5,0
42,18,2,8,0
60,44,4,7,1
45,33,1,8,0
62,23,1,1,2
55,35,1,9,1
38,27,6,1,0
44,28,3,3,0
55,37,4,8,1
54,42,1,1,1
50,28,3,1,1
42,36,5,6,0
38,24,2,5,0
63,30,4,6,1
44,19,4,3,0
46,37,6,10,0
63,41,5,10,0
48,20,4,6,1
50,40,6,2,0
56,16,6,8,0
52,27,6,6,0
55,43,4,4,1
56,27,4,4,1
55,33,4,7,1
46,32,3,3,1
52,42,6,3,0
64,33,3,6,1
41,15,2,9,0
54,22,4,1,1
58,36,5,5,0
57,30,1,1,2
41,43,2,1,0
43,16,1,3,0
35,22,1,3,0
60,20,4,4,1
40,30,5,3,0
40,37,1,6,0
56,25,6,4,0
63,31,1,8,1
46,37,2,1,1
56,33,5,8,0
46,25,5,1,0
44,42,1,1,0
57,22,5,7,0
64,36,2,1,2
60,18,2,9,1
40,25,2,8,0
51,22,6,1,0
53,23,4,2,1
52,40,1,2,1
40,16,5,2,0
58,30,2,6,1
53,20,1,4,1
44,35,1,8,0
58,35,4,1,1
42,40,6,10,0
55,41,5,4,0
58,33,6,10,0
40,42,5,5,0
55,22,2,9,1
59,28,2,5,1
64,38,1,3,2
41,30,5,4,0
58,26,5,10,0
35,19,6,7,0
61,38,2,1,2
52,40,3,6,1
58,38,1,8,1
62,33,5,1,0
59,32,4,8,1
54,23,4,7,1
46,16,3,1,1
50,39,2,9,1
44,34,2,3,0
61,26,2,2,2
44,43,6,7,0
48,16,4,3,1
59,24,2,1,2
54,15,4,10,1
44,18,3,3,0
44,39,1,6,0
60,26,6,3,0
59,23,5,5,0
45,18,3,9,0
57,23,4,7,1
36,42,3,2,0
59,20,5,1,0
54,15,6,7,0
42,24,1,4,0
64,43,5,7,0
57,28,6,6,0
63,36,4,7,1
41,39,5,4,0
42,43,3,3,0
35,32,2,5,0
55,20,3,3,1
36,32,4,3,0
52,34,1,4,1
49,30,5,8,0
35,29,1,2,0
39,30,4,4,0
36,22,5,3,0
54,27,6,7,0
37,37,6,2,0
53,25,3,1,1
52,42,3,10,1
63,43,4,1,1
56,39,6,6,0
52,21,5,3,0
48,31,6,7,0
64,32,3,8,1
58,36,4,5,1
42,37,6,5,0
63,33,4,2,1
64,39,6,8,0
46,27,1,10,1
55,29,6,1,0
44,37,3,10,0
57,44,5,9,0
54,36,3,1,1
51,43,3,1,1
45,36,3,1,0
36,15,4,7,0
60,43,2,4,2
60,30,2,7,1
38,19,1,5,0
35,40,3,7,0
49,17,2,10,1
47,37,1,7,1
42,24,4,4,0
59,33,3,2,1
38,19,5,8,0
44,21,4,2,0
53,28,1,9,1
52,17,4,5,1
39,27,5,9,0
64,27,4,9,1
53,24,1,8,1
60,16,5,8,0
57,20,5,4,0
61,22,4,4,1
56,18,5,2,0
50,39,4,4,1
35,26,3,4,0
46,42,5,6,0
58,29,4,3,1
36,22,3,2,0
55,21,5,8,0
59,28,3,2,1
42,37,6,8,0
52,33,5,7,0
59,28,6,3,0
50,36,1,6,1
39,27,1,6,0
60,43,4,10,1
64,35,2,5,1
56,15,6,8,0
47,41,6,5,0
53,33,1,7,1
63,43,6,6,0
37,42,2,7,0
60,15,3,9,1
42,18,3,3,0
61,24,2,10,1
60,17,6,7,0
60,41,6,10,0
46,34,6,3,0
36,23,4,2,0
45,17,5,7,0
46,42,2,4,1
62,20,2,1,2
52,20,2,6,1
47,37,2,6,1
39,39,2,6,0
56,26,6,2,0
46,37,4,1,1
36,44,1,3,0
39,15,6,2,0
41,30,6,6,0
60,38,5,6,0
60,19,1,5,1
58,23,2,10,1
46,24,1,10,1
50,27,4,5,1
57,29,3,9,1
42,26,6,5,0
64,19,1,10,1
62,19,5,6,0
43,42,4,4,0
49,42,3,10,1
39,44,4,1,0
47,32,2,4,1
39,26,3,2,0
45,41,5,10,0
44,17,3,3,0
54,40,5,7,0
47,39,2,7,1
43,21,5,1,0
55,31,4,8,1
48,33,1,7,1
52,42,4,1,1
49,32,6,8,0
44,15,4,2,0
58,39,3,8,1
41,38,2,3,0
42,19,6,10,0
62,41,6,7,0
37,42,6,6,0
49,16,1,5,1
50,15,5,10,0
38,21,3,2,0
55,43,2,2,1
40,25,1,1,0
35,25,4,9,0
38,32,2,8,0
45,31,6,8,0
46,16,2,1,1
60,21,2,5,1
63,21,4,6,1
39,24,5,2,0
57,36,3,10,1
63,35,6,5,0
55,17,5,6,0
50,44,1,9,1
47,26,6,10,0
47,17,3,1,1
51,25,1,10,1
61,43,4,3,1
41,26,5,9,0
42,39,6,1,0
47,18,2,1,1
57,39,3,1,1
61,30,6,7,0
50,34,2,5,1
64,32,6,6,0
63,18,1,8,1
38,36,2,2,0
42,20,2,2,0
50,35,6,3,0
55,29,4,3,1
44,15,4,3,0
59,17,5,4,0
46,19,1,3,1
46,36,4,2,1
60,44,6,9,0
39,31,4,6,0
50,44,5,3,0
35,28,3,9,0
62,23,5,4,0
43,44,2,4,0
46,17,2,8,1
39,40,4,7,0
56,27,4,7,1
54,17,5,10,0
56,25,5,7,0
62,16,6,10,0
58,38,1,5,1
37,29,6,7,0
39,27,2,4,0
36,33,6,8,0
48,36,5,9,0
36,30,6,3,0
47,32,3,7,1
41,21,1,10,0
44,27,5,9,0
47,18,4,1,1
50,23,6,2,0
60,44,5,7,0
48,24,4,2,1
45,23,4,7,0
44,21,2,1,0
40,29,2,3,0
38,42,5,5,0
55,22,5,6,0
35,33,3,9,0
41,25,1,9,0
58,19,1,3,2
43,16,5,8,0
42,24,2,4,0
39,30,6,7,0
53,37,3,6,1
44,27,1,8,0
45,22,5,6,0
59,23,2,4,2
49,25,2,2,1
40,25,2,7,0
49,37,6,4,0
39,40,4,9,0
